NEWID,AGE,AGE_,ANGOVRTX,ANGO_RTX,ANPRVPNX,ANPR_PNX,ANRRDEDX,ANRR_EDX,ARM_FORC,ARM__ORC,CU_CODE,EARNER,EARNER_,EARNTYPE,EARN_YPE,EDUCA,EDUCA_,EMPLCONT,EMPL_ONT,GOVRETX,GOVRETX_,GROSPAYX,GROS_AYX,IN_COLL,IN_COLL_,INC_HRSQ,INC__RSQ,INCMEDCR,INCM_DCR,INCNONWK,INCN_NWK,INCOMEY,INCOMEY_,INCWEEKQ,INCW_EKQ,INDRETX,INDRETX_,JSSDEDX,JSSDEDX_,MARITAL,MEDICOV,MEDICOV_,MEMBNO,OCCUCODE,OCCU_ODE,PAYPERD,PAYPERD_,PRIVPENX,PRIV_ENX,RRRDEDX,RRRDEDX_,RRRETIRX,RRRE_IRX,SALARYX,SALARYX_,SCHMLWKQ,SCHM_WKQ,SEX,SLFEMPSS,SLFE_PSS,SOCRRX,SOCRRX_,SS_RRQ,SS_RRQ_,SSIX,SSIX_,SSNORM,SSNORM_,SALARYB,SALARYB_,SALARYBX,SALA_YBX,RRRETIRB,RRRE_IRB,RRRETRBX,RRRE_RBX,SSIB,SSIB_,SSIBX,SSIBX_,HORIGIN,HISPANIC,HISP_NIC,MEMBRACE,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ASIAN,ASIAN_,ANGOVRTM,ANGO_RTM,ANPRVPNM,ANPR_PNM,ANRRDEDM,ANRR_EDM,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,RRRETIRM,RRRE_IRM,RRRETIR1,RRRETIR2,RRRETIR3,RRRETIR4,RRRETIR5,RRRETIRI,SALARYXM,SALA_YXM,SALARYX1,SALARYX2,SALARYX3,SALARYX4,SALARYX5,SALARYXI,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SSIXM,SSIXM_,SSIX1,SSIX2,SSIX3,SSIX4,SSIX5,SSIXI,PAYSTUB,PAYSTUB_,SCHLMLPD,SCHL_LPD,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SCHLMLX,SCHLMLX_,SEMPFRMX,SEMP_RMX,SEMPFRMM,SEMP_RMM,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SOCSRRET,SOCS_RET,TAX__NIT,TU_CODE_,TU_D_NDT,WKSTATUS,TRAN_MTX,TRAN_AYX,TRANPD_,TRANPD,TRANDAYX,TRANAMTX,VETERAN,VETERAN_,SCHLMLRX,SCHL_LRX,TAX_UNIT,TU_CODE,TU_DPNDT
05277141,20,D,,A,,A,,A,2,D,3,1,D,1,D,4,D,2,D,,A,115,D,1,D,40,D,,A,,A,1,D,52,D,,A,48,D,5,,A,2,10,D,3,D,,A,,A,,A,622,D,,A,2,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,48.0,D,48,48,48,48,48,,A,,,,,,100,622.0,D,622,622,622,622,622,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
05277221,63,D,,A,,A,,A,2,D,1,1,D,2,D,4,D,,C,,A,,C,3,D,20,D,,A,,A,1,D,52,D,,A,0,D,1,,A,1,05,D,,C,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,C,,C,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1864.2,D,2170,3120,1344,106,2581,,A,,,,,,100,24369.0,D,28367,40786,17572,1387,33733,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,C,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05277221,67,D,,A,,A,,A,,A,2,2,D,,A,6,D,,A,,A,,A,3,D,,A,2,D,1,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,,C,,A,,A,1,,A,0,D,12,D,,A,,A,,A,,A,,C,,B,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1775.6,D,2331,1813,1974,1605,1155,201,,A,,,,,,100,,A,,,,,,21307.0,D,27972,21756,23688,19260,13860,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,1,D,,A,1,2,1
05277221,42,D,,B,,B,,B,2,D,3,1,D,3,D,6,D,,B,,B,,B,3,D,40,D,,A,,A,1,D,12,D,,A,0,D,5,,A,3,14,D,,B,,B,,B,,A,,B,,A,2,0,D,0,D,,A,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,B,1422.0,D,36,3538,1705,109,1722,,A,,,,,,100,18586.6,D,468,46248,22282,1422,22513,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
05277231,57,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,1,D,,A,5000,D,3,D,45,D,,A,,A,1,D,52,D,1200,D,7650,D,1,2,D,1,01,D,2,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,10,D,100000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,8046.2,D,7437,7591,8698,7659,8846,,A,,,,,,100,105180.6,D,97220,99226,113699,100119,115639,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05277231,57,D,,A,,A,,A,2,D,2,1,D,1,D,5,D,1,D,,A,1100,D,3,D,38,D,,A,,A,1,D,52,D,1404,D,2601,D,1,2,D,2,10,D,2,D,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,06,D,34000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2540.8,D,2432,2441,2379,2588,2864,,A,,,,,,100,33213.4,D,31787,31906,31103,33836,37435,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
05277231,28,D,,A,,A,,A,2,D,3,1,D,1,D,4,D,2,D,,A,600,D,3,D,40,D,,A,,A,1,D,52,D,3000,D,2601,D,5,2,D,3,11,D,1,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,06,D,34000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2635.2,D,2732,2404,3032,2566,2442,,A,,,,,,100,34447.8,D,35710,31428,39640,33545,31916,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
05277231,26,D,,A,,A,,A,2,D,3,1,D,1,D,7,D,2,D,,A,1760,D,3,D,40,D,,A,,A,1,D,52,D,4000,D,3290,D,5,2,D,4,10,D,2,D,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,07,D,43000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3555.8,D,3738,3280,3443,3824,3494,,A,,,,,,100,46479.6,D,48860,42877,45001,49983,45677,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,3,1,B
05277231,87,T,,A,,A,,A,,A,5,2,D,,A,3,D,,A,,A,,A,,A,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,5,,A,,A,,A,,A,1950,D,,A,,A,2,,A,25379,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1950.0,D,1950,1950,1950,1950,1950,100,,A,,,,,,100,,A,,,,,,25379.0,D,25379,25379,25379,25379,25379,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
05277251,56,D,,A,,A,,A,2,D,1,1,D,1,D,4,D,2,D,,A,2000,D,3,D,60,D,,A,,A,1,D,52,D,,A,7650,D,3,1,D,1,10,D,1,D,,A,,A,,A,100000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,7650.0,D,7650,7650,7650,7650,7650,,A,,,,,,100,100000.0,D,100000,100000,100000,100000,100000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05277273,19,D,,A,,A,,A,2,D,1,1,D,4,D,4,D,2,D,,A,,C,1,D,19,D,,A,,A,3,D,15,D,,A,262,D,5,,A,1,05,D,2,D,,A,,A,,A,3420,D,,A,1,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,7,D,,A,,A,,A,262.0,D,262,262,262,262,262,,A,,,,,,100,3420.0,D,3420,3420,3420,3420,3420,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,1,1
05277321,76,D,,A,,A,,A,,A,1,1,D,4,D,5,D,,A,,A,,A,3,D,15,D,1,D,,A,5,D,27,D,200,D,1071,D,3,,A,1,11,D,,A,,A,,A,770,D,,A,,A,1,1071,D,11219,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1071.0,D,1071,1071,1071,1071,1071,770.0,D,770,770,770,770,770,100,,A,,,,,,100,1071.0,D,1071,1071,1071,1071,1071,11219.0,D,11219,11219,11219,11219,11219,,A,,,,,,100,,A,,A,7000,7000,7000,7000,7000,100,,A,7000,D,7000,D,,A,,A,1,D,D,D,D,2,D,A,D,3,,1,2,D,,A,1,1,1
05277341,35,D,,A,,A,,A,2,D,1,1,D,4,D,7,D,2,D,,A,800,D,1,D,30,D,,A,,A,1,D,12,D,,A,497,D,5,2,D,1,03,D,2,D,,A,,A,,A,6500,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,497.0,D,497,497,497,497,497,,A,,,,,,100,6500.0,D,6500,6500,6500,6500,6500,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,1,1
05277351,70,D,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,5,,A,1,,A,,A,,A,,A,934,D,,A,,A,2,,A,13187,D,12,D,694,D,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,934.0,D,934,934,934,934,934,100,,A,,,,,,100,,A,,,,,,13187.0,D,13187,13187,13187,13187,13187,694.0,D,694,694,694,694,694,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
05277361,32,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,1,D,,A,1140,D,3,D,40,D,,A,,A,1,D,52,D,,A,2831,D,5,2,D,1,05,D,2,D,,A,,A,,A,37000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2831.0,D,2831,2831,2831,2831,2831,,A,,,,,,100,37000.0,D,37000,37000,37000,37000,37000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05277361,36,D,,A,,A,,A,2,D,9,2,D,,A,8,D,,A,,A,,A,3,D,,A,,A,2,D,,A,0,D,,A,,A,5,,A,2,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,1,D,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,2,1,2
05277381,71,D,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,1903,D,,A,,A,1,,A,24815,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1903.0,D,1903,1903,1903,1903,1903,100,,A,,,,,,100,,A,,,,,,24815.0,D,24815,24815,24815,24815,24815,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
05277381,71,D,,A,,B,,A,,A,2,1,D,1,D,5,D,1,D,,A,,C,3,D,35,D,,A,,A,3,D,52,D,,A,3290,D,1,1,D,2,03,D,2,D,,C,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,07,D,43000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,3317.2,D,3562,3313,3117,3250,3344,,A,,,,,,100,43361.8,D,46559,43312,40742,42487,43709,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
05277381,44,D,,A,,B,,A,2,D,3,1,D,1,D,8,D,1,D,,A,,C,2,D,35,D,,A,,A,3,D,52,D,,A,4208,D,5,1,D,3,02,D,2,D,,C,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,08,D,55000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,4699.0,D,4505,4932,4893,4840,4325,,A,,,,,,100,61424.8,D,58883,64469,63964,63274,56534,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
05277381,47,D,,A,,A,,A,2,D,3,1,D,1,D,5,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,2601,D,5,1,D,4,14,D,1,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,06,D,34000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2752.8,D,2487,3021,2720,2773,2763,,A,,,,,,100,35983.4,D,32510,39494,35551,36249,36113,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,3,1,B
05277421,49,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,2,D,,A,1000,D,3,D,50,D,,A,,A,1,D,52,D,3000,D,3519,D,1,2,D,1,03,D,1,D,,A,,A,,A,46000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3519.0,D,3519,3519,3519,3519,3519,,A,,,,,,100,46000.0,D,46000,46000,46000,46000,46000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,D,,A,1,1,B
05277421,54,D,,A,,A,,A,2,D,2,1,D,1,D,4,D,2,D,,A,1200,D,2,D,35,D,,A,,A,1,D,52,D,100,D,2142,D,1,2,D,2,05,D,2,D,,A,,A,,A,28000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2142.0,D,2142,2142,2142,2142,2142,,A,,,,,,100,28000.0,D,28000,28000,28000,28000,28000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,D,,A,1,2,B
05277431,50,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,,A,,A,,A,3,D,40,D,,A,,A,5,D,50,D,,A,19777,T,3,,A,1,12,D,,A,,A,,A,,A,,A,,A,1,24480,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,7,D,,A,,A,,A,15483.1,T,15483,15483,15483,15483,15483,,A,,,,,,100,,A,,,,,,100,12781.6,D,11962,13006,12827,12820,13293,,A,,,,,,,A,,,,,,100,,A,,A,78182,85006,83834,83792,86880,301,,A,,C,83539,D,09,D,80000,D,2,D,D,D,A,2,A,A,A,,,,2,D,,A,1,1,B
